Season,Year,EditionCountry,AthleteId,Discipline,DisciplineCode,Event,EventBase,EventTeam,Athlete,Country,Result,Medal,Sex,CountryLatitude,CountryLongitude
Summer,1900,FRA,134,Fencing,FEN,"Épée, Individual",Épée,Individual,Léon Sée,FRA,,BRONZE,,46.0000,2.0000
Summer,1900,FRA,135,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Georges de la Falaise,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,136,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Léon Thiébaut,FRA,,SILVER,,46.0000,2.0000
Summer,1900,FRA,137,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Fritz Flesch,AUT,,BRONZE,,47.3333,13.3333
Summer,1900,FRA,138,Fencing,FEN,Masters Foil,Masters Foil,,Lucien Mérignac,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,139,Fencing,FEN,Masters Foil,Masters Foil,,Alphonse Kirchhoffer,FRA,,SILVER,,46.0000,2.0000
Summer,1900,FRA,140,Fencing,FEN,Masters Foil,Masters Foil,,Jean-Baptiste Mimiague,FRA,,BRONZE,,46.0000,2.0000
Summer,1900,FRA,141,Fencing,FEN,Masters Épée,Masters Épée,,Albert Ayat,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,142,Fencing,FEN,Masters Épée,Masters Épée,,Emile Bougnol,FRA,,SILVER,,46.0000,2.0000
Summer,1900,FRA,143,Fencing,FEN,Masters Épée,Masters Épée,,Henri Laurent,FRA,,BRONZE,,46.0000,2.0000
Summer,1900,FRA,141,Fencing,FEN,Épée for Amateurs and Masters (Open),Épée for Amateurs and Masters (Open),,Albert Ayat,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,132,Fencing,FEN,Épée for Amateurs and Masters (Open),Épée for Amateurs and Masters (Open),,Ramón Fonst,CUB,,SILVER,,21.5000,-80.0000
Summer,1900,FRA,134,Fencing,FEN,Épée for Amateurs and Masters (Open),Épée for Amateurs and Masters (Open),,Léon Sée,FRA,,BRONZE,,46.0000,2.0000
Summer,1900,FRA,144,Fencing,FEN,Masters Sabre,Masters Sabre,,Antonio Conte,KIT,,GOLD,,0,0
Summer,1900,FRA,145,Fencing,FEN,Masters Sabre,Masters Sabre,,Italo Santelli,KIT,,SILVER,,0,0
Summer,1900,FRA,146,Fencing,FEN,Masters Sabre,Masters Sabre,,Milan Neralic,AUT,,BRONZE,,47.3333,13.3333
Summer,1900,FRA,147,Golf,GOL,Golf Men,Golf Men,,Charles Sands,USA,167,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,148,Golf,GOL,Golf Men,Golf Men,,Walter Rutherford,GBR,168,SILVER,Man,54.0000,-2.0000
Summer,1900,FRA,149,Golf,GOL,Golf Men,Golf Men,,David Robertson,GBR,175,BRONZE,Man,54.0000,-2.0000
Summer,1900,FRA,150,Golf,GOL,Golf Women,Golf Women,,Margaret Abbott,USA,47,GOLD,Women,38.0000,-97.0000
Summer,1900,FRA,151,Golf,GOL,Golf Women,Golf Women,,Polly Whittier,USA,49,SILVER,Women,38.0000,-97.0000
Summer,1900,FRA,152,Golf,GOL,Golf Women,Golf Women,,Daria Pratt,USA,53,BRONZE,Women,38.0000,-97.0000
Summer,1900,FRA,153,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Gustave Sandras,FRA,302,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,154,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Noël Bas,FRA,295,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,155,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Lucien Démanet,FRA,293,BRONZE,Man,46.0000,2.0000
Summer,1900,FRA,156,Polo,POL,Polo,Polo,,Denis Daly,INT,,GOLD,,0,0
Summer,1900,FRA,157,Polo,POL,Polo,Polo,,John Beresford,INT,,GOLD,,0,0
Summer,1900,FRA,158,Polo,POL,Polo,Polo,,Foxhall Keene,INT,,GOLD,,0,0
Summer,1900,FRA,159,Polo,POL,Polo,Polo,,Frank MacKey,INT,,GOLD,,0,0
Summer,1900,FRA,160,Polo,POL,Polo,Polo,,Alfred Rawlinson,INT,,GOLD,,0,0
Summer,1900,FRA,161,Polo,POL,Polo,Polo,,Frederick Freake,INT,,SILVER,,0,0
Summer,1900,FRA,162,Polo,POL,Polo,Polo,,Walter McCreery,INT,,SILVER,,0,0
Summer,1900,FRA,163,Polo,POL,Polo,Polo,,Walter Buckmaster,INT,,SILVER,,0,0
Summer,1900,FRA,164,Polo,POL,Polo,Polo,,José de Madre,INT,,SILVER,,0,0
Summer,1900,FRA,165,Polo,POL,Polo,Polo,,Robert Fournier-Sarloveze,INT,,BRONZE,,0,0
Summer,1900,FRA,166,Polo,POL,Polo,Polo,,Eustaquio de Escandón,MEX,,BRONZE,,23.0000,-102.0000
Summer,1900,FRA,167,Polo,POL,Polo,Polo,,Manuel de Escandón,MEX,,BRONZE,,23.0000,-102.0000
Summer,1900,FRA,168,Polo,POL,Polo,Polo,,Pablo de Escandón,MEX,,BRONZE,,23.0000,-102.0000
Summer,1900,FRA,169,Polo,POL,Polo,Polo,,Maurice Raoul-Duval,INT,,BRONZE,,0,0
Summer,1900,FRA,170,Polo,POL,Polo,Polo,,Frederick Gill,INT,,BRONZE,,0,0
Summer,1900,FRA,171,Polo,POL,Polo,Polo,,Edouard Baron de Rothschild,INT,,BRONZE,,0,0
Summer,1900,FRA,172,Polo,POL,Polo,Polo,,Guillermo Wright,MEX,,BRONZE,,23.0000,-102.0000
Summer,1900,FRA,173,Rowing,ROW,Single Sculls Men,Single Sculls Men,,Henri Barrelet,FRA,7:35.6,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,174,Rowing,ROW,Single Sculls Men,Single Sculls Men,,André Gaudin,FRA,7:41.6,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,175,Rowing,ROW,Single Sculls Men,Single Sculls Men,,St. George Ashe,GBR,8:15.6,BRONZE,Man,54.0000,-2.0000
Summer,1900,FRA,176,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Françoise Brandt,NED,7:34.2,GOLD,Man,0,0
Summer,1900,FRA,177,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Hermanus Brockmann,NED,7:34.2,GOLD,Man,0,0
Summer,1900,FRA,178,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Roelof Klein,NED,7:34.2,GOLD,Man,0,0
Summer,1900,FRA,179,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Louis Martinet,FRA,7:34.4,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,180,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,, Waleff,FRA,7:34.4,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,181,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Erneste Védrenne,FRA,7:57.2,BRONZE,Man,46.0000,2.0000
Summer,1900,FRA,182,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,, Paoli,FRA,7:57.2,BRONZE,Man,46.0000,2.0000
Summer,1900,FRA,183,Rowing,ROW,Coxed Pairs Men,Coxed Pairs Men,,Carlos Deltour,FRA,7:57.2,BRONZE,Man,46.0000,2.0000
Summer,1900,FRA,184,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Emile Delchambre,FRA,7:11.0,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,185,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Henri Hazebroucq,FRA,7:11.0,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,186,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Henri Bouckaert,FRA,7:11.0,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,187,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Jean Cau,FRA,7:11.0,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,188,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,, Charlot,FRA,7:11.0,GOLD,Man,46.0000,2.0000
Summer,1900,FRA,189,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Charles Perrin,FRA,7:18.0,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,190,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Daniel Soubeyran,FRA,7:18.0,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,191,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Georges Lumpp,FRA,7:18.0,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,192,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Emile Wegelin,FRA,7:18.0,SILVER,Man,46.0000,2.0000
Summer,1900,FRA,193,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Julius Körner,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,194,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Hugo Rüster,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,195,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Adolf Möller,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,196,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Wilhelm Carstens,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,197,Rowing,ROW,Coxed Fours Men 1. Final,Coxed Fours Men 1. Final,,Max Ammermann,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,198,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Carl Goßler,DEU,5:59.0,GOLD,Man,51.0000,9.0000
Summer,1900,FRA,199,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Gustav Goßler,DEU,5:59.0,GOLD,Man,51.0000,9.0000
Summer,1900,FRA,200,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Oscar Goßler,DEU,5:59.0,GOLD,Man,51.0000,9.0000
Summer,1900,FRA,201,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Walther Katzenstein,DEU,5:59.0,GOLD,Man,51.0000,9.0000
Summer,1900,FRA,202,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Waldemar Tietgens,DEU,5:59.0,GOLD,Man,51.0000,9.0000
Summer,1900,FRA,203,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Johannes Terwogt,NED,6:33.0,SILVER,Man,0,0
Summer,1900,FRA,204,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Gerhard Lotsy,NED,6:33.0,SILVER,Man,0,0
Summer,1900,FRA,205,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Paulus Lotsy,NED,6:33.0,SILVER,Man,0,0
Summer,1900,FRA,206,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Coenraad Hiebendaal,NED,6:33.0,SILVER,Man,0,0
Summer,1900,FRA,177,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Hermanus Brockmann,NED,6:33.0,SILVER,Man,0,0
Summer,1900,FRA,207,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Ernst Felle,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,208,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Otto Fickeisen,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,209,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Franz Kröwerath,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,210,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Carl Lehle,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,211,Rowing,ROW,Coxed Fours Men 2. Final,Coxed Fours Men 2. Final,,Hermann Wilker,DEU,7:18.2,BRONZE,Man,51.0000,9.0000
Summer,1900,FRA,212,Rowing,ROW,Eights Men,Eights Men,,Roscoe Lockwood,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,213,Rowing,ROW,Eights Men,Eights Men,,Edward Marsh,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,214,Rowing,ROW,Eights Men,Eights Men,,John Geiger,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,215,Rowing,ROW,Eights Men,Eights Men,,John Exley,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,216,Rowing,ROW,Eights Men,Eights Men,,James Juvenal,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,217,Rowing,ROW,Eights Men,Eights Men,,Edward Hedley,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,218,Rowing,ROW,Eights Men,Eights Men,,Louis Abell,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,219,Rowing,ROW,Eights Men,Eights Men,,William Carr,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,220,Rowing,ROW,Eights Men,Eights Men,,Harry DeBaecke,USA,6:09.8,GOLD,Man,38.0000,-97.0000
Summer,1900,FRA,221,Rowing,ROW,Eights Men,Eights Men,,Jules De Bisschop,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,222,Rowing,ROW,Eights Men,Eights Men,,Oscar DeCock,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,223,Rowing,ROW,Eights Men,Eights Men,,Prospère Bruggeman,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,224,Rowing,ROW,Eights Men,Eights Men,,Maurice Hemelsoet,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,225,Rowing,ROW,Eights Men,Eights Men,,Oscar Charles de Somville,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,226,Rowing,ROW,Eights Men,Eights Men,,Frank Odberg,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,227,Rowing,ROW,Eights Men,Eights Men,,Marcel Lucien van Crombrugge,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,228,Rowing,ROW,Eights Men,Eights Men,,Alfred Vanlandeghem,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,229,Rowing,ROW,Eights Men,Eights Men,,Maurice Verdonck,BEL,6:13.8,SILVER,Man,50.8333,4.0000
Summer,1900,FRA,230,Rowing,ROW,Eights Men,Eights Men,,Johannes van Dijk,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,231,Rowing,ROW,Eights Men,Eights Men,,Henrikus Tromp,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,232,Rowing,ROW,Eights Men,Eights Men,,Hendrik Offerhaus,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,233,Rowing,ROW,Eights Men,Eights Men,,Walter Middelberg,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,234,Rowing,ROW,Eights Men,Eights Men,,Walter Thijssen,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,235,Rowing,ROW,Eights Men,Eights Men,,Ruud Leegstra,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,178,Rowing,ROW,Eights Men,Eights Men,,Roelof Klein,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,177,Rowing,ROW,Eights Men,Eights Men,,Hermanus Brockmann,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,176,Rowing,ROW,Eights Men,Eights Men,,Françoise Brandt,NED,6:23.0,BRONZE,Man,0,0
Summer,1900,FRA,236,Rugby,RUG,Rugby,Rugby,,Vladimir Aïtoff,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,237,Rugby,RUG,Rugby,Rugby,,A Albert,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,238,Rugby,RUG,Rugby,Rugby,,Jean Binoche,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,239,Rugby,RUG,Rugby,Rugby,,Jean Collas,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,240,Rugby,RUG,Rugby,Rugby,,Jean-Guy Gautier,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,241,Rugby,RUG,Rugby,Rugby,,Auguste Giroux,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,242,Rugby,RUG,Rugby,Rugby,,Charles Gondouin,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,243,Rugby,RUG,Rugby,Rugby,,Constantin Henriquez,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,244,Rugby,RUG,Rugby,Rugby,,J Hervé,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,245,Rugby,RUG,Rugby,Rugby,,Victor Larchandet,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,246,Rugby,RUG,Rugby,Rugby,,Hubert Lefebvre,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,247,Rugby,RUG,Rugby,Rugby,,Joseph Olivier,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,248,Rugby,RUG,Rugby,Rugby,,Alexandre Pharamond,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,249,Rugby,RUG,Rugby,Rugby,,Frantz Reichel,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,250,Rugby,RUG,Rugby,Rugby,,André Rischmann,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,251,Rugby,RUG,Rugby,Rugby,,Albert Roosevelt,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,252,Rugby,RUG,Rugby,Rugby,,Emile Sarrade,FRA,,GOLD,,46.0000,2.0000
Summer,1900,FRA,253,Rugby,RUG,Rugby,Rugby,,August Schmierer,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,254,Rugby,RUG,Rugby,Rugby,,Heinrich Reitz,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,255,Rugby,RUG,Rugby,Rugby,,Eduard Poppe,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,256,Rugby,RUG,Rugby,Rugby,,Hans Latscha,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,257,Rugby,RUG,Rugby,Rugby,,Erich Ludwig,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,258,Rugby,RUG,Rugby,Rugby,,Richard Ludwig,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,259,Rugby,RUG,Rugby,Rugby,,Fritz Müller,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,260,Rugby,RUG,Rugby,Rugby,,Willy Hofmeister,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,261,Rugby,RUG,Rugby,Rugby,,Hermann Kreuzer,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,262,Rugby,RUG,Rugby,Rugby,,Arnold Landvoigt,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,263,Rugby,RUG,Rugby,Rugby,,Jacob Herrmann,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,264,Rugby,RUG,Rugby,Rugby,,Albert Amrhein,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,265,Rugby,RUG,Rugby,Rugby,,Georg Wenderoth,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,266,Rugby,RUG,Rugby,Rugby,,Adolf Stockhausen,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,267,Rugby,RUG,Rugby,Rugby,,Hugo Betting,DEU,,SILVER,,51.0000,9.0000
Summer,1900,FRA,268,Rugby,RUG,Rugby,Rugby,,M W Talbott,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,269,Rugby,RUG,Rugby,Rugby,,J G Wallis,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,270,Rugby,RUG,Rugby,Rugby,,Claude Whittindale,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,271,Rugby,RUG,Rugby,Rugby,,Raymond Whittindale,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,272,Rugby,RUG,Rugby,Rugby,,F H Wilson,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,273,Rugby,RUG,Rugby,Rugby,,F C Baylis,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,274,Rugby,RUG,Rugby,Rugby,,Arthur Darby,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,275,Rugby,RUG,Rugby,Rugby,,C P Deykin,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,276,Rugby,RUG,Rugby,Rugby,,Henry Birtles,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,277,Rugby,RUG,Rugby,Rugby,,J Cantion,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,278,Rugby,RUG,Rugby,Rugby,,L Hood,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,279,Rugby,RUG,Rugby,Rugby,,H S Nicol,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,280,Rugby,RUG,Rugby,Rugby,,M L Logan,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,281,Rugby,RUG,Rugby,Rugby,,H A Loveitt,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,282,Rugby,RUG,Rugby,Rugby,,V Smith,GBR,,BRONZE,,54.0000,-2.0000
Summer,1900,FRA,283,Shooting,SHO,Rapid Fire Pistol,Rapid Fire Pistol,,Maurice Larrouy,FRA,58,GOLD,,46.0000,2.0000
Summer,1900,FRA,284,Shooting,SHO,Rapid Fire Pistol,Rapid Fire Pistol,,Léon Moreaux,FRA,57,SILVER,,46.0000,2.0000
Summer,1900,FRA,285,Shooting,SHO,Rapid Fire Pistol,Rapid Fire Pistol,,Eugène Balme,FRA,57,BRONZE,,46.0000,2.0000
Summer,1900,FRA,286,Shooting,SHO,Free Pistol,Free Pistol,,Conrad Röderer,SUI,503,GOLD,,0,0
Summer,1900,FRA,287,Shooting,SHO,Free Pistol,Free Pistol,,Achille Paroche,FRA,466,SILVER,,46.0000,2.0000
Summer,1900,FRA,288,Shooting,SHO,Free Pistol,Free Pistol,,Konrad Stäheli,SUI,453,BRONZE,,0,0
Summer,1900,FRA,289,Shooting,SHO,Trap Shooting,Trap Shooting,,Roger de Barbarin,FRA,17,GOLD,,46.0000,2.0000
Summer,1900,FRA,290,Shooting,SHO,Trap Shooting,Trap Shooting,,René Guyot,FRA,17,SILVER,,46.0000,2.0000
Summer,1900,FRA,291,Shooting,SHO,Trap Shooting,Trap Shooting,,Justinien Comte de Clary,FRA,17,BRONZE,,46.0000,2.0000
Summer,1900,FRA,292,Shooting,SHO,Moving Target,Moving Target,,Louis Debray,FRA,20,GOLD,,46.0000,2.0000
Summer,1900,FRA,293,Shooting,SHO,Moving Target,Moving Target,,Pierre Nivet,FRA,20,SILVER,,46.0000,2.0000
Summer,1900,FRA,294,Shooting,SHO,Moving Target,Moving Target,,Georges de Lambert,FRA,19,BRONZE,,46.0000,2.0000
Summer,1900,FRA,295,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Friedrich Lüthi,SUI,2271,GOLD,,0,0
Summer,1900,FRA,296,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Paul Probst,SUI,2271,GOLD,,0,0
Summer,1900,FRA,297,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Louis Richardet,SUI,2271,GOLD,,0,0
Summer,1900,FRA,288,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Konrad Stäheli,SUI,2271,GOLD,,0,0
Summer,1900,FRA,286,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Conrad Röderer,SUI,2271,GOLD,,0,0
Summer,1900,FRA,298,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team, Trinité,FRA,2203,SILVER,,46.0000,2.0000
Summer,1900,FRA,287,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Achille Paroche,FRA,2203,SILVER,,46.0000,2.0000
Summer,1900,FRA,284,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Léon Moreaux,FRA,2203,SILVER,,46.0000,2.0000
Summer,1900,FRA,299,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Louis Duffoy,FRA,2203,SILVER,,46.0000,2.0000
Summer,1900,FRA,300,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Maurice Lecoq,FRA,2203,SILVER,,46.0000,2.0000
Summer,1900,FRA,301,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Antonius Bouwens,NED,1876,BRONZE,,0,0
Summer,1900,FRA,302,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Solko van den Bergh,NED,1876,BRONZE,,0,0
Summer,1900,FRA,303,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Gerardus Van Laan,NED,1876,BRONZE,,0,0
Summer,1900,FRA,304,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Henrik Sillem,NED,1876,BRONZE,,0,0
Summer,1900,FRA,305,Shooting,SHO,Military Revolver Teams 50m,Military Revolver Teams 50m,Team,Anthony Sweijs,NED,1876,BRONZE,,0,0
Summer,1900,FRA,306,Shooting,SHO,"Individual Military Rifle, 3 Positions","Individual Military Rifle, 3 Positions",,Emil Kellenberger,SUI,930,GOLD,,0,0
Summer,1900,FRA,307,Shooting,SHO,"Individual Military Rifle, 3 Positions","Individual Military Rifle, 3 Positions",,Anders Nielsen,DEN,921,SILVER,,0,0
Summer,1900,FRA,308,Shooting,SHO,"Individual Military Rifle, 3 Positions","Individual Military Rifle, 3 Positions",,Ole Østmo,NOR,917,BRONZE,,62.0000,10.0000
Summer,1900,FRA,309,Shooting,SHO,"Individual Military Rifle, 3 Positions","Individual Military Rifle, 3 Positions",,Paul van Asbroeck,BEL,917,BRONZE,,50.8333,4.0000
Summer,1900,FRA,310,Shooting,SHO,"Individual Military Rifle, Standing","Individual Military Rifle, Standing",,Lars Jørg Madsen,DEN,305,GOLD,,0,0
Summer,1900,FRA,308,Shooting,SHO,"Individual Military Rifle, Standing","Individual Military Rifle, Standing",,Ole Østmo,NOR,299,SILVER,,62.0000,10.0000
Summer,1900,FRA,311,Shooting,SHO,"Individual Military Rifle, Standing","Individual Military Rifle, Standing",,Charles Paumier du Verger,BEL,298,BRONZE,,50.8333,4.0000
Summer,1900,FRA,288,Shooting,SHO,"Individual Military Rifle, Kneeling","Individual Military Rifle, Kneeling",,Konrad Stäheli,SUI,324,GOLD,,0,0
Summer,1900,FRA,307,Shooting,SHO,"Individual Military Rifle, Kneeling","Individual Military Rifle, Kneeling",,Anders Nielsen,DEN,314,SILVER,,0,0
Summer,1900,FRA,306,Shooting,SHO,"Individual Military Rifle, Kneeling","Individual Military Rifle, Kneeling",,Emil Kellenberger,SUI,314,SILVER,,0,0
