Edition;Sport;NOC;numberBronze;numberSilver;numberGold
1896;Aquatics;AUT;;1;1
1896;Aquatics;GRE;3;3;1
1896;Aquatics;HUN;;;2
1896;Athletics;AUS;;;2
1896;Athletics;FRA;1;1;
1896;Athletics;GBR;1;1;
1896;Athletics;GER;;1;
1896;Athletics;GRE;6;3;1
1896;Athletics;HUN;2;1;
1896;Athletics;USA;2;6;9
1896;Cycling;AUT;2;;1
1896;Cycling;FRA;1;1;4
1896;Cycling;GBR;1;1;
1896;Cycling;GER;;1;
1896;Cycling;GRE;;3;1
1896;Fencing;DEN;1;;
1896;Fencing;FRA;;2;1
1896;Fencing;GRE;1;1;2
1896;Gymnastics;GER;2;3;25
1896;Gymnastics;GRE;5;5;2
1896;Gymnastics;SUI;;2;1
1896;Shooting;DEN;2;1;
1896;Shooting;GRE;3;3;3
1896;Shooting;USA;;1;2
1896;Tennis;GBR;;;1
1896;Tennis;GRE;1;1;
1896;Tennis;HUN;1;;
1896;Tennis;ZZX;2;2;2
1896;Weightlifting;DEN;;1;1
1896;Weightlifting;GBR;;1;1
1896;Weightlifting;GRE;2;;
1896;Wrestling;GER;;;1
1896;Wrestling;GRE;1;1;
1900;Aquatics;AUS;;;2
1900;Aquatics;AUT;1;3;
1900;Aquatics;BEL;;7;
1900;Aquatics;DEN;1;;
1900;Aquatics;FRA;20;6;1
1900;Aquatics;GBR;1;;9
1900;Aquatics;GER;;;6
1900;Aquatics;HUN;1;2;
1900;Aquatics;NED;1;;
1900;Archery;BEL;1;2;3
1900;Archery;FRA;4;5;3
1900;Athletics;AUS;3;;
1900;Athletics;BOH;;1;
1900;Athletics;CAN;1;;1
1900;Athletics;DEN;1;;
1900;Athletics;FRA;2;8;1
1900;Athletics;GBR;2;3;3
1900;Athletics;HUN;1;;1
1900;Athletics;IND;;2;
1900;Athletics;NOR;1;;
1900;Athletics;SWE;1;;
1900;Athletics;USA;10;13;16
1900;Athletics;ZZX;;;5
1900;Basque Pelota;ESP;;;2
1900;Basque Pelota;FRA;;2;
1900;Cricket;FRA;;12;
1900;Cricket;GBR;;;12
1900;Croquet;FRA;2;2;4
1900;Cycling;FRA;1;2;2
1900;Cycling;USA;1;;
1900;Equestrian;BEL;1;1;2
1900;Equestrian;FRA;2;;1
1900;Equestrian;ITA;;1;1
1900;Fencing;AUT;2;;
1900;Fencing;CUB;;1;1
1900;Fencing;FRA;5;5;5
1900;Fencing;ITA;;1;1
1900;Football;BEL;11;;
1900;Football;FRA;;13;
1900;Football;GBR;;;11
1900;Golf;GBR;1;1;
1900;Golf;USA;1;1;2
1900;Gymnastics;FRA;1;1;1
1900;Polo;ZZX;4;4;4
1900;Rowing;BEL;;9;
1900;Rowing;FRA;3;8;6
1900;Rowing;GBR;1;;
1900;Rowing;GER;10;;5
1900;Rowing;NED;9;5;
1900;Rowing;USA;;;9
1900;Rowing;ZZX;;;3
1900;Rugby;FRA;;;17
1900;Rugby;GBR;;15;
1900;Rugby;GER;;15;
1900;Sailing;FRA;4;7;2
1900;Sailing;GBR;1;;7
1900;Sailing;GER;;4;
1900;Sailing;USA;1;;
1900;Shooting;BEL;2;;
1900;Shooting;DEN;;3;1
1900;Shooting;FRA;7;8;3
1900;Shooting;NED;5;;
1900;Shooting;NOR;2;6;
1900;Shooting;SUI;1;1;13
1900;Tennis;BOH;1;;
1900;Tennis;FRA;2;1;
1900;Tennis;GBR;4;1;6
1900;Tennis;USA;1;;
1900;Tennis;ZZX;4;4;
1900;Tug of War;FRA;;6;
1900;Tug of War;ZZX;;;6
1904;Aquatics;AUT;1;;
1904;Aquatics;GER;3;3;4
1904;Aquatics;HUN;1;1;2
1904;Aquatics;USA;10;10;8
1904;Archery;USA;8;10;12
1904;Athletics;CAN;;;1
1904;Athletics;GBR;;1;1
1904;Athletics;GER;1;;
1904;Athletics;GRE;1;;
1904;Athletics;USA;22;23;27
1904;Athletics;ZZX;;5;
1904;Boxing;USA;5;7;7
1904;Cycling;USA;7;7;7
1904;Fencing;CUB;3;2;4
1904;Fencing;USA;1;5;
1904;Fencing;ZZX;;;3
1904;Football;CAN;;;11
1904;Football;USA;12;11;23
1904;Golf;CAN;;;1
1904;Golf;USA;2;11;10
1904;Gymnastics;GER;1;1;
1904;Gymnastics;SUI;1;;1
1904;Gymnastics;USA;14;13;17
1904;Lacrosse;CAN;;;13
1904;Lacrosse;USA;;13;
1904;Roque;USA;1;1;1
1904;Rowing;CAN;;9;
1904;Rowing;USA;9;9;18
1904;Tennis;USA;6;3;3
1904;Tug of War;USA;5;5;5
1904;Weightlifting;GRE;;;1
1904;Weightlifting;USA;2;2;1
1904;Wrestling;USA;7;7;7
1908;Aquatics;ANZ;1;1;
1908;Aquatics;AUT;1;;
1908;Aquatics;BEL;;7;
1908;Aquatics;DEN;;1;
1908;Aquatics;GBR;1;2;14
1908;Aquatics;GER;1;1;2
1908;Aquatics;HUN;;5;
1908;Aquatics;SWE;3;1;1
1908;Aquatics;USA;5;;1
1908;Archery;FRA;1;1;1
1908;Archery;GBR;1;2;2
1908;Archery;USA;1;;
1908;Athletics;ANZ;1;;
1908;Athletics;CAN;4;1;1
1908;Athletics;FIN;1;;
1908;Athletics;FRA;3;1;
1908;Athletics;GBR;3;7;9
1908;Athletics;GER;1;4;
1908;Athletics;GRE;;3;
1908;Athletics;HUN;4;1;
1908;Athletics;ITA;;1;
1908;Athletics;NOR;2;1;
1908;Athletics;RSA;;1;1
1908;Athletics;SWE;3;;2
1908;Athletics;USA;8;12;19
1908;Boxing;ANZ;;1;
1908;Boxing;GBR;5;4;5
1908;Cycling;BEL;1;;
1908;Cycling;CAN;4;;
1908;Cycling;FRA;2;2;2
1908;Cycling;GBR;2;4;8
1908;Cycling;GER;1;4;
1908;Fencing;BEL;5;;
1908;Fencing;BOH;5;;
1908;Fencing;FRA;1;1;5
1908;Fencing;GBR;;4;
1908;Fencing;HUN;;1;5
1908;Fencing;ITA;;4;
1908;Football;DEN;;11;
1908;Football;GBR;;;11
1908;Football;NED;11;;
1908;Gymnastics;FIN;25;;
1908;Gymnastics;FRA;1;;
1908;Gymnastics;GBR;;1;
1908;Gymnastics;ITA;;;1
1908;Gymnastics;NOR;;32;
1908;Gymnastics;SWE;;;59
1908;Hockey;GBR;;11;11
1908;Jeu de paume;GBR;1;1;
1908;Jeu de paume;USA;;;1
1908;Lacrosse;CAN;;;15
1908;Lacrosse;GBR;;18;
1908;Polo;GBR;;8;4
1908;Rackets;GBR;4;3;3
1908;Rowing;BEL;;9;
1908;Rowing;CAN;11;;
1908;Rowing;GBR;9;7;16
1908;Rowing;GER;3;;
1908;Rowing;HUN;1;;
1908;Rugby;ANZ;;;15
1908;Rugby;GBR;;15;
1908;Sailing;BEL;;3;
1908;Sailing;FRA;3;;
1908;Sailing;GBR;5;10;22
1908;Sailing;SWE;;5;
1908;Shooting;BEL;;5;1
1908;Shooting;CAN;6;7;1
1908;Shooting;FRA;10;;
1908;Shooting;GBR;16;15;14
1908;Shooting;NOR;1;;7
1908;Shooting;SWE;1;10;5
1908;Shooting;USA;1;2;11
1908;Skating;GBR;3;3;1
1908;Skating;GER;1;1;2
1908;Skating;RU1;;;1
1908;Skating;SWE;1;1;1
1908;Tennis;GBR;5;7;8
1908;Tennis;GER;;1;
1908;Tennis;SWE;3;;
1908;Tug of War;GBR;9;9;9
1908;Water Motorsports;FRA;;;1
1908;Water Motorsports;GBR;;;4
1908;Wrestling;CAN;1;;
1908;Wrestling;DEN;3;;
1908;Wrestling;FIN;1;1;1
1908;Wrestling;GBR;4;4;3
1908;Wrestling;HUN;;;1
1908;Wrestling;ITA;;;1
1908;Wrestling;NOR;;1;
1908;Wrestling;RU1;;2;
1908;Wrestling;SWE;;1;1
1908;Wrestling;USA;;;2
1912;Aquatics;ANZ;2;2;5
1912;Aquatics;AUT;4;;
1912;Aquatics;BEL;7;;
1912;Aquatics;CAN;;;2
1912;Aquatics;GBR;7;2;11
1912;Aquatics;GER;3;8;3
1912;Aquatics;SWE;2;10;3
1912;Aquatics;USA;1;4;2
1912;Athletics;CAN;2;2;1
1912;Athletics;FIN;3;6;6
1912;Athletics;FRA;;5;
1912;Athletics;GBR;14;1;5
1912;Athletics;GER;;2;
1912;Athletics;GRE;1;;1
1912;Athletics;HUN;1;;
1912;Athletics;ITA;1;;
1912;Athletics;NOR;;;1
1912;Athletics;RSA;;1;1
1912;Athletics;SWE;6;12;6
1912;Athletics;USA;12;14;23
1912;Cycling;GBR;;5;
1912;Cycling;RSA;;;1
1912;Cycling;SWE;;;4
1912;Cycling;USA;5;;
1912;Equestrian;BEL;1;;
1912;Equestrian;FRA;1;4;1
1912;Equestrian;GER;4;6;
1912;Equestrian;SWE;1;1;10
1912;Equestrian;USA;4;;
1912;Fencing;AUT;1;7;
1912;Fencing;BEL;1;;9
1912;Fencing;DEN;;1;
1912;Fencing;GBR;;8;
1912;Fencing;HUN;1;1;9
1912;Fencing;ITA;;1;1
1912;Fencing;NED;11;;
1912;Football;DEN;;11;
1912;Football;GBR;;;11
1912;Football;NED;11;;
1912;Gymnastics;DEN;21;28;
1912;Gymnastics;FIN;;21;
1912;Gymnastics;FRA;;1;
1912;Gymnastics;GBR;24;;
1912;Gymnastics;HUN;;16;
1912;Gymnastics;ITA;1;;17
1912;Gymnastics;NOR;22;;25
1912;Gymnastics;SWE;;;24
1912;Modern Pentathlon;SWE;1;1;1
1912;Rowing;BEL;;1;
1912;Rowing;CAN;1;;
1912;Rowing;DEN;5;;5
1912;Rowing;GBR;;14;10
1912;Rowing;GER;9;;5
1912;Rowing;NOR;5;;
1912;Rowing;RU1;1;;
1912;Rowing;SWE;;5;
1912;Sailing;DEN;;3;
1912;Sailing;FIN;12;7;
1912;Sailing;FRA;;;3
1912;Sailing;NOR;;;15
1912;Sailing;RU1;7;;
1912;Sailing;SWE;3;15;8
1912;Shooting;DEN;7;1;
1912;Shooting;FIN;5;;
1912;Shooting;FRA;;;2
1912;Shooting;GBR;10;17;4
1912;Shooting;GER;6;1;
1912;Shooting;HUN;;;1
1912;Shooting;NOR;1;6;
1912;Shooting;RU1;1;4;
1912;Shooting;SWE;9;12;21
1912;Shooting;USA;9;7;20
1912;Tennis;ANZ;1;;
1912;Tennis;AUT;;2;
1912;Tennis;DEN;;1;
1912;Tennis;FRA;4;;4
1912;Tennis;GBR;3;3;3
1912;Tennis;GER;1;1;2
1912;Tennis;NOR;1;;
1912;Tennis;RSA;;1;3
1912;Tennis;SWE;2;4;
1912;Tug of War;GBR;;8;
1912;Tug of War;SWE;;;8
1912;Wrestling;DEN;1;;
1912;Wrestling;FIN;2;2;3
1912;Wrestling;GER;;1;
1912;Wrestling;HUN;1;;
1912;Wrestling;RU1;;1;
1912;Wrestling;SWE;1;2;1
1920;Aquatics;AUS;1;4;
1920;Aquatics;BEL;1;8;
1920;Aquatics;CAN;1;1;
1920;Aquatics;DEN;;;1
1920;Aquatics;FIN;2;;
1920;Aquatics;GBR;4;5;7
1920;Aquatics;SWE;15;4;3
1920;Aquatics;USA;6;7;17
1920;Archery;BEL;2;11;32
1920;Archery;FRA;8;18;1
1920;Archery;NED;;;8
1920;Athletics;AUS;;1;
1920;Athletics;CAN;;;1
1920;Athletics;DEN;;1;
1920;Athletics;EST;;1;
1920;Athletics;FIN;3;4;11
1920;Athletics;FRA;4;5;1
1920;Athletics;GBR;4;8;7
1920;Athletics;ITA;2;;2
1920;Athletics;NOR;;;1
1920;Athletics;RSA;1;4;1
1920;Athletics;SWE;17;3;1
1920;Athletics;USA;8;12;14
1920;Boxing;CAN;2;2;1
1920;Boxing;DEN;;3;
1920;Boxing;FRA;1;1;1
1920;Boxing;GBR;3;1;2
1920;Boxing;ITA;1;;
1920;Boxing;NOR;;1;
1920;Boxing;RSA;;;1
1920;Boxing;USA;1;;3
1920;Cycling;BEL;4;;1
1920;Cycling;FRA;1;;4
1920;Cycling;GBR;1;6;2
1920;Cycling;ITA;;;4
1920;Cycling;NED;3;;1
1920;Cycling;RSA;4;3;
1920;Cycling;SWE;;4;1
1920;Equestrian;BEL;5;4;6
1920;Equestrian;FRA;;4;
1920;Equestrian;ITA;4;5;1
1920;Equestrian;SWE;4;;9
1920;Fencing;BEL;;9;
1920;Fencing;FRA;9;16;1
1920;Fencing;ITA;;1;28
1920;Fencing;NED;7;;
1920;Fencing;USA;5;;
1920;Football;BEL;;;14
1920;Football;ESP;;18;
1920;Football;NED;14;;
1920;Gymnastics;BEL;24;24;
1920;Gymnastics;DEN;;25;24
1920;Gymnastics;FRA;25;1;
1920;Gymnastics;ITA;;;29
1920;Gymnastics;NOR;;26;
1920;Gymnastics;SWE;;;24
1920;Hockey;BEL;15;;
1920;Hockey;DEN;;12;
1920;Hockey;GBR;;;15
1920;Ice Hockey;CAN;;;8
1920;Ice Hockey;TCH;8;;
1920;Ice Hockey;USA;;11;
1920;Modern Pentathlon;SWE;1;1;1
1920;Polo;ESP;;6;
1920;Polo;GBR;;;4
1920;Polo;USA;4;;
1920;Rowing;FRA;2;3;
1920;Rowing;GBR;;10;
1920;Rowing;ITA;;2;3
1920;Rowing;NOR;14;;
1920;Rowing;NZL;1;;
1920;Rowing;SUI;3;;5
1920;Rowing;USA;;5;12
1920;Rugby;FRA;;16;
1920;Rugby;USA;;;17
1920;Sailing;BEL;5;3;3
1920;Sailing;FRA;;3;
1920;Sailing;GBR;;;6
1920;Sailing;NED;;2;5
1920;Sailing;NOR;3;16;44
1920;Sailing;SWE;;4;8
1920;Shooting;BEL;;6;
1920;Shooting;BRA;5;1;1
1920;Shooting;DEN;;2;5
1920;Shooting;FIN;10;5;
1920;Shooting;FRA;;6;
1920;Shooting;GRE;;5;
1920;Shooting;NOR;8;10;13
1920;Shooting;RSA;;5;
1920;Shooting;SUI;17;;
1920;Shooting;SWE;16;18;1
1920;Shooting;USA;10;8;46
1920;Skating;FIN;;;2
1920;Skating;GBR;2;;
1920;Skating;NOR;1;3;
1920;Skating;SWE;;1;2
1920;Skating;USA;1;;
1920;Tennis;FRA;4;;3
1920;Tennis;GBR;1;5;4
1920;Tennis;JPN;;3;
1920;Tennis;RSA;1;;1
1920;Tennis;TCH;2;;
1920;Tug of War;BEL;8;;
1920;Tug of War;GBR;;;8
1920;Tug of War;NED;;8;
1920;Weightlifting;BEL;1;1;1
1920;Weightlifting;EST;;1;1
1920;Weightlifting;FRA;1;;2
1920;Weightlifting;ITA;;1;1
1920;Weightlifting;LUX;;1;
1920;Weightlifting;SUI;1;1;
1920;Weightlifting;SWE;2;;
1920;Wrestling;DEN;1;1;
1920;Wrestling;FIN;2;5;5
1920;Wrestling;GBR;2;;
1920;Wrestling;NOR;1;;
1920;Wrestling;SUI;;1;1
1920;Wrestling;SWE;2;1;3
1920;Wrestling;USA;3;2;1
1924;Aquatics;AUS;2;5;2
1924;Aquatics;BEL;;12;
1924;Aquatics;FRA;;;11
1924;Aquatics;GBR;2;7;1
1924;Aquatics;HUN;1;;
1924;Aquatics;SWE;12;3;
1924;Aquatics;USA;19;9;23
1924;Athletics;ARG;;1;
1924;Athletics;AUS;;;1
1924;Athletics;EST;1;;
1924;Athletics;FIN;2;5;20
1924;Athletics;FRA;8;;
1924;Athletics;GBR;8;10;3
1924;Athletics;HUN;;1;
1924;Athletics;ITA;;1;1
1924;Athletics;NED;4;;
1924;Athletics;NOR;1;;
1924;Athletics;NZL;1;;
1924;Athletics;RSA;1;1;
1924;Athletics;SUI;;2;
1924;Athletics;SWE;2;6;
1924;Athletics;USA;15;15;18
1924;Boxing;ARG;2;2;
1924;Boxing;BEL;1;;1
1924;Boxing;CAN;1;;
1924;Boxing;DEN;;2;1
1924;Boxing;FRA;1;;
1924;Boxing;GBR;;2;2
1924;Boxing;NOR;1;;1
1924;Boxing;RSA;;;1
1924;Boxing;USA;2;2;2
1924;Cycling;BEL;4;4;
1924;Cycling;DEN;;2;
1924;Cycling;FRA;2;;7
1924;Cycling;GBR;1;1;
1924;Cycling;ITA;;;4
1924;Cycling;NED;2;1;1
1924;Cycling;POL;;4;
1924;Cycling;SWE;3;;
1924;Equestrian;DEN;;1;
1924;Equestrian;FRA;1;;
1924;Equestrian;ITA;4;1;
1924;Equestrian;NED;;;5
1924;Equestrian;POL;1;;
1924;Equestrian;POR;3;;
1924;Equestrian;SUI;;3;1
1924;Equestrian;SWE;;6;4
1924;Equestrian;USA;1;;
1924;Fencing;BEL;1;12;1
1924;Fencing;DEN;1;;1
1924;Fencing;FRA;;3;16
1924;Fencing;GBR;;1;
1924;Fencing;HUN;6;8;1
1924;Fencing;ITA;6;;8
1924;Fencing;NED;6;;
1924;Fencing;SWE;1;;
1924;Football;SUI;;22;
1924;Football;SWE;22;;
1924;Football;URU;;;22
1924;Gymnastics;FRA;1;11;1
1924;Gymnastics;ITA;1;;9
1924;Gymnastics;SUI;10;2;2
1924;Gymnastics;TCH;4;4;1
1924;Gymnastics;USA;;;1
1924;Gymnastics;YUG;;;2
1924;Modern Pentathlon;SWE;1;1;1
1924;Polo;ARG;;;6
1924;Polo;GBR;5;;
1924;Polo;USA;;5;
1924;Rowing;CAN;;13;
1924;Rowing;FRA;;9;
1924;Rowing;GBR;;;5
1924;Rowing;ITA;9;3;
1924;Rowing;NED;;;2
1924;Rowing;SUI;7;;8
1924;Rowing;USA;8;1;11
1924;Rugby;FRA;;30;
1924;Rugby;ROU;23;;
1924;Rugby;USA;;;29
1924;Sailing;BEL;;;1
1924;Sailing;DEN;;3;
1924;Sailing;FIN;1;;
1924;Sailing;FRA;5;;
1924;Sailing;GBR;;4;
1924;Sailing;NED;3;;
1924;Sailing;NOR;;1;8
1924;Shooting;CAN;;6;
1924;Shooting;DEN;1;;
1924;Shooting;FIN;7;1;
1924;Shooting;FRA;;6;1
1924;Shooting;GBR;;2;6
1924;Shooting;HAI;7;;
1924;Shooting;HUN;;;1
1924;Shooting;NOR;1;6;7
1924;Shooting;SUI;1;;
1924;Shooting;SWE;7;7;
1924;Shooting;USA;5;2;14
1924;Tennis;FRA;2;4;
1924;Tennis;GBR;3;2;
1924;Tennis;ITA;1;;
1924;Tennis;NED;2;;
1924;Tennis;USA;;2;8
1924;Weightlifting;AUT;1;3;
1924;Weightlifting;EST;2;1;
1924;Weightlifting;FRA;;;2
1924;Weightlifting;ITA;;;3
1924;Weightlifting;SUI;1;1;
1924;Weightlifting;TCH;1;;
1924;Wrestling;BEL;;1;
1924;Wrestling;EST;1;;1
1924;Wrestling;FIN;5;7;4
1924;Wrestling;FRA;;;1
1924;Wrestling;GBR;1;;
1924;Wrestling;HUN;1;1;
1924;Wrestling;JPN;1;;
1924;Wrestling;SUI;2;1;2
1924;Wrestling;SWE;1;2;1
1924;Wrestling;USA;1;1;4
1928;Aquatics;ARG;;;1
1928;Aquatics;AUS;;2;
1928;Aquatics;CAN;4;;
1928;Aquatics;EGY;1;1;
1928;Aquatics;FRA;9;;
1928;Aquatics;GBR;2;5;
1928;Aquatics;GER;1;1;9
1928;Aquatics;HUN;;8;
1928;Aquatics;JPN;1;4;1
1928;Aquatics;NED;;2;1
1928;Aquatics;PHI;1;;
1928;Aquatics;RSA;4;;
1928;Aquatics;SWE;2;;1
1928;Aquatics;USA;5;5;16
1928;Athletics;CAN;5;2;7
1928;Athletics;CHI;;1;
1928;Athletics;FIN;4;5;5
1928;Athletics;FRA;1;1;1
1928;Athletics;GBR;4;2;2
1928;Athletics;GER;9;8;1
1928;Athletics;HAI;;1;
1928;Athletics;HUN;;1;
1928;Athletics;IRL;;;1
1928;Athletics;JPN;;1;1
1928;Athletics;NED;;1;
1928;Athletics;NOR;1;;
1928;Athletics;POL;;;1
1928;Athletics;RSA;;;1
1928;Athletics;SWE;4;2;1
1928;Athletics;USA;8;11;15
1928;Boxing;ARG;;2;2
1928;Boxing;BEL;1;;
1928;Boxing;CAN;1;;
1928;Boxing;DEN;1;;
1928;Boxing;FRA;;1;
1928;Boxing;GER;;1;
1928;Boxing;HUN;;;1
1928;Boxing;ITA;1;;3
1928;Boxing;NED;1;;1
1928;Boxing;NZL;;;1
1928;Boxing;RSA;1;;
1928;Boxing;SWE;1;1;
1928;Boxing;TCH;;1;
1928;Boxing;USA;1;2;
1928;Cycling;AUS;1;;
1928;Cycling;DEN;2;;5
1928;Cycling;FRA;;;2
1928;Cycling;GBR;4;6;
1928;Cycling;GER;2;;
1928;Cycling;ITA;;;4
1928;Cycling;NED;;7;2
1928;Cycling;SWE;4;;
1928;Equestrian;ESP;;;3
1928;Equestrian;FRA;;2;
1928;Equestrian;GER;1;;4
1928;Equestrian;NED;3;1;4
1928;Equestrian;NOR;;3;
1928;Equestrian;POL;3;3;
1928;Equestrian;SUI;2;;
1928;Equestrian;SWE;4;3;
1928;Equestrian;TCH;;;1
1928;Fencing;ARG;5;;
1928;Fencing;FRA;;7;2
1928;Fencing;GBR;;1;
1928;Fencing;GER;1;1;1
1928;Fencing;HUN;;1;7
1928;Fencing;ITA;2;6;6
1928;Fencing;POL;6;;
1928;Fencing;USA;1;;
1928;Football;ARG;;22;
1928;Football;ITA;22;;
1928;Football;URU;;;22
1928;Gymnastics;FIN;1;;
1928;Gymnastics;GBR;12;;
1928;Gymnastics;ITA;;13;
1928;Gymnastics;NED;;;12
1928;Gymnastics;SUI;2;2;12
1928;Gymnastics;TCH;1;10;1
1928;Gymnastics;YUG;10;1;1
1928;Hockey;GER;22;;
1928;Hockey;IND;;;15
1928;Hockey;NED;;22;
1928;Modern Pentathlon;GER;1;;
1928;Modern Pentathlon;SWE;;1;1
1928;Rowing;AUS;;;1
1928;Rowing;AUT;2;;
1928;Rowing;BEL;3;;
1928;Rowing;CAN;9;2;
1928;Rowing;FRA;;3;
1928;Rowing;GBR;1;11;4
1928;Rowing;GER;;;2
1928;Rowing;ITA;4;;5
1928;Rowing;POL;5;;
1928;Rowing;SUI;;5;3
1928;Rowing;USA;2;5;11
1928;Sailing;DEN;;5;
1928;Sailing;EST;5;;
1928;Sailing;FIN;1;;
1928;Sailing;FRA;;;1
1928;Sailing;NED;;6;
1928;Sailing;NOR;;1;4
1928;Sailing;SWE;6;;1
1928;Weightlifting;AUT;;;2
1928;Weightlifting;EGY;;;1
1928;Weightlifting;EST;;1;
1928;Weightlifting;FRA;1;1;1
1928;Weightlifting;GER;1;;2
1928;Weightlifting;ITA;;2;
1928;Weightlifting;NED;2;;
1928;Weightlifting;TCH;1;;
1928;Wrestling;BEL;;1;
1928;Wrestling;CAN;2;1;
1928;Wrestling;EGY;;;1
1928;Wrestling;EST;1;;2
1928;Wrestling;FIN;3;3;3
1928;Wrestling;FRA;2;1;
1928;Wrestling;GBR;1;;
1928;Wrestling;GER;1;2;1
1928;Wrestling;HUN;;1;1
1928;Wrestling;ITA;2;;
1928;Wrestling;SUI;1;1;1
1928;Wrestling;SWE;;1;3
1928;Wrestling;TCH;;1;
1928;Wrestling;USA;;1;1
1932;Aquatics;AUS;;1;1
1932;Aquatics;DEN;1;;
1932;Aquatics;FRA;;1;
1932;Aquatics;GBR;5;;
1932;Aquatics;GER;;8;
1932;Aquatics;HUN;4;;10
1932;Aquatics;JPN;2;5;8
1932;Aquatics;NED;;5;
1932;Aquatics;PHI;1;;
1932;Aquatics;RSA;1;;
1932;Aquatics;USA;14;9;12
1932;Athletics;ARG;;;1
1932;Athletics;CAN;8;6;1
1932;Athletics;FIN;4;4;3
1932;Athletics;FRA;1;;
1932;Athletics;GBR;5;7;2
1932;Athletics;GER;3;5;
1932;Athletics;IRL;;;2
1932;Athletics;ITA;5;;1
1932;Athletics;JPN;2;1;1
1932;Athletics;LAT;;1;
1932;Athletics;PHI;1;;
1932;Athletics;POL;1;;2
1932;Athletics;RSA;1;;
1932;Athletics;SWE;;1;
1932;Athletics;TCH;1;;
1932;Athletics;USA;6;13;25
1932;Boxing;ARG;;1;2
1932;Boxing;CAN;;;1
1932;Boxing;DEN;1;;
1932;Boxing;FIN;1;;
1932;Boxing;GER;;3;
1932;Boxing;HUN;;;1
1932;Boxing;ITA;;2;
1932;Boxing;MEX;;1;
1932;Boxing;PHI;1;;
1932;Boxing;RSA;1;;2
1932;Boxing;SWE;1;1;
1932;Boxing;USA;3;;2
1932;Cycling;AUS;;;1
1932;Cycling;DEN;2;3;
1932;Cycling;FRA;1;5;2
1932;Cycling;GBR;4;2;
1932;Cycling;ITA;1;1;8
1932;Cycling;NED;;1;1
1932;Cycling;SWE;4;;
1932;Equestrian;FRA;;1;4
1932;Equestrian;JPN;;;1
1932;Equestrian;NED;;3;1
1932;Equestrian;SWE;2;3;
1932;Equestrian;USA;4;2;3
1932;Fencing;AUT;;;1
1932;Fencing;FRA;;1;12
1932;Fencing;GBR;;1;
1932;Fencing;HUN;2;;7
1932;Fencing;ITA;2;18;2
1932;Fencing;POL;6;;
1932;Fencing;USA;12;1;
1932;Gymnastics;FIN;8;1;
1932;Gymnastics;HUN;;2;2
1932;Gymnastics;ITA;2;1;8
1932;Gymnastics;SUI;;1;
1932;Gymnastics;USA;5;10;5
1932;Hockey;IND;;;11
1932;Hockey;JPN;;11;
1932;Hockey;USA;12;;
1932;Modern Pentathlon;SWE;;1;1
1932;Modern Pentathlon;USA;1;;
1932;Rowing;AUS;;;1
1932;Rowing;CAN;11;;
1932;Rowing;FRA;3;;
1932;Rowing;GBR;;;6
1932;Rowing;GER;;6;5
1932;Rowing;ITA;4;14;
1932;Rowing;NZL;;2;
1932;Rowing;POL;7;3;
1932;Rowing;URU;1;;
1932;Rowing;USA;;1;14
1932;Sailing;CAN;4;6;
1932;Sailing;ESP;1;;
1932;Sailing;FRA;;;1
1932;Sailing;GBR;;2;
1932;Sailing;NED;;1;
1932;Sailing;SWE;2;;4
1932;Sailing;USA;;6;14
1932;Shooting;GER;;1;
1932;Shooting;HUN;1;;
1932;Shooting;ITA;1;;1
1932;Shooting;MEX;;1;
1932;Shooting;SWE;;;1
1932;Weightlifting;AUT;1;1;
1932;Weightlifting;DEN;;1;
1932;Weightlifting;FRA;;;3
1932;Weightlifting;GER;1;1;1
1932;Weightlifting;ITA;1;1;
1932;Weightlifting;TCH;;1;1
1932;Weightlifting;USA;2;;
1932;Wrestling;AUS;1;;
1932;Wrestling;AUT;2;;
1932;Wrestling;CAN;;1;
1932;Wrestling;DEN;;1;
1932;Wrestling;FIN;3;3;2
1932;Wrestling;FRA;1;;1
1932;Wrestling;GER;1;2;1
1932;Wrestling;HUN;1;2;
1932;Wrestling;ITA;2;1;1
1932;Wrestling;SWE;3;1;6
1932;Wrestling;TCH;;1;
1932;Wrestling;USA;;2;3
1936;Aquatics;ARG;;1;
1936;Aquatics;BEL;9;;
1936;Aquatics;DEN;1;1;
1936;Aquatics;GER;3;17;
1936;Aquatics;HUN;4;;12
1936;Aquatics;JPN;5;2;7
1936;Aquatics;NED;;1;7
1936;Aquatics;USA;8;10;6
1936;Athletics;AUS;1;;
1936;Athletics;CAN;6;1;
1936;Athletics;FIN;2;5;3
1936;Athletics;GBR;;8;5
1936;Athletics;GER;13;4;5
1936;Athletics;HUN;;;1
1936;Athletics;ITA;2;5;1
1936;Athletics;JPN;3;2;2
1936;Athletics;LAT;1;;
1936;Athletics;NED;2;;
1936;Athletics;NZL;;;1
1936;Athletics;PHI;1;;
1936;Athletics;POL;1;2;
1936;Athletics;SUI;;1;
1936;Athletics;SWE;2;;
1936;Athletics;USA;4;10;20
1936;Basketball;CAN;;9;
1936;Basketball;MEX;11;;
1936;Basketball;USA;;;14
1936;Boxing;ARG;2;1;1
1936;Boxing;DEN;1;;
1936;Boxing;EST;;1;
1936;Boxing;FIN;;;1
1936;Boxing;FRA;;;2
1936;Boxing;GER;1;2;2
1936;Boxing;HUN;;;1
1936;Boxing;ITA;;1;1
1936;Boxing;MEX;1;;
1936;Boxing;NOR;1;1;
